date;close;adjusted_close;dividend
03/06/2021 00:00;28.491;28.491;0
04/06/2021 00:00;28.526;28.526;0
07/06/2021 00:00;28.66;28.66;0
08/06/2021 00:00;28.691;28.691;0
09/06/2021 00:00;28.742;28.742;0
10/06/2021 00:00;28.665;28.665;0
11/06/2021 00:00;28.904;28.904;0
14/06/2021 00:00;28.973;28.973;0
15/06/2021 00:00;29.089;29.089;0
16/06/2021 00:00;29.143;29.143;0
17/06/2021 00:00;29.211;29.211;0
18/06/2021 00:00;28.791;28.791;0
21/06/2021 00:00;28.943;28.943;0
22/06/2021 00:00;28.976;28.976;0
23/06/2021 00:00;28.716;28.716;0
24/06/2021 00:00;29.09;29.09;0
25/06/2021 00:00;29.056;29.056;0
28/06/2021 00:00;28.77;28.77;0
29/06/2021 00:00;28.822;28.822;0
30/06/2021 00:00;28.582;28.582;0
01/07/2021 00:00;28.786;28.786;0
02/07/2021 00:00;28.762;28.762;0
05/07/2021 00:00;28.819;28.819;0
06/07/2021 00:00;28.551;28.551;0
07/07/2021 00:00;28.641;28.641;0
08/07/2021 00:00;28.065;28.065;0
09/07/2021 00:00;28.665;28.665;0
12/07/2021 00:00;28.786;28.786;0
13/07/2021 00:00;28.776;28.776;0
14/07/2021 00:00;28.773;28.773;0
15/07/2021 00:00;28.484;28.484;0
16/07/2021 00:00;28.343;28.343;0
19/07/2021 00:00;27.622;27.622;0
20/07/2021 00:00;27.85;27.85;0
21/07/2021 00:00;28.367;28.367;0
22/07/2021 00:00;28.447;28.447;0
23/07/2021 00:00;28.813;28.813;0
26/07/2021 00:00;28.848;28.848;0
27/07/2021 00:00;28.665;28.665;0
28/07/2021 00:00;28.992;28.992;0
29/07/2021 00:00;29.124;29.124;0
30/07/2021 00:00;29.002;29.002;0
02/08/2021 00:00;29.279;29.279;0
03/08/2021 00:00;29.499;29.499;0
04/08/2021 00:00;29.615;29.615;0
05/08/2021 00:00;29.749;29.749;0
06/08/2021 00:00;29.918;29.918;0
09/08/2021 00:00;29.889;29.889;0
10/08/2021 00:00;29.931;29.931;0
11/08/2021 00:00;30.089;30.089;0
12/08/2021 00:00;30.202;30.202;0
13/08/2021 00:00;30.265;30.265;0
16/08/2021 00:00;29.993;29.993;0
17/08/2021 00:00;29.908;29.908;0
18/08/2021 00:00;29.687;29.687;0
19/08/2021 00:00;28.983;28.983;0
20/08/2021 00:00;29.079;29.079;0
23/08/2021 00:00;29.35;29.35;0
24/08/2021 00:00;29.24;29.24;0
25/08/2021 00:00;29.292;29.292;0
26/08/2021 00:00;29.237;29.237;0
27/08/2021 00:00;29.305;29.305;0
30/08/2021 00:00;29.332;29.332;0
31/08/2021 00:00;29.31;29.31;0
01/09/2021 00:00;29.645;29.645;0
02/09/2021 00:00;29.663;29.663;0
03/09/2021 00:00;29.351;29.351;0
06/09/2021 00:00;29.573;29.573;0
07/09/2021 00:00;29.498;29.498;0
08/09/2021 00:00;29.239;29.239;0
09/09/2021 00:00;29.31;29.31;0
10/09/2021 00:00;29.219;29.219;0
13/09/2021 00:00;29.296;29.296;0
14/09/2021 00:00;29.161;29.161;0
15/09/2021 00:00;28.864;28.864;0
16/09/2021 00:00;29.055;29.055;0
17/09/2021 00:00;28.8;28.8;0
20/09/2021 00:00;28.307;28.307;0
21/09/2021 00:00;28.735;28.735;0
22/09/2021 00:00;29.134;29.134;0
23/09/2021 00:00;29.399;29.399;0
24/09/2021 00:00;29.129;29.129;0
27/09/2021 00:00;29.195;29.195;0
28/09/2021 00:00;28.59;28.59;0
29/09/2021 00:00;28.834;28.834;0
30/09/2021 00:00;28.634;28.634;0
01/10/2021 00:00;28.625;28.625;0
04/10/2021 00:00;28.466;28.466;0
05/10/2021 00:00;28.894;28.894;0
06/10/2021 00:00;28.537;28.537;0
07/10/2021 00:00;28.996;28.996;0
08/10/2021 00:00;28.821;28.821;0
11/10/2021 00:00;28.867;28.867;0
12/10/2021 00:00;28.769;28.769;0
13/10/2021 00:00;28.984;28.984;0
14/10/2021 00:00;29.372;29.372;0
15/10/2021 00:00;29.556;29.556;0
18/10/2021 00:00;29.319;29.319;0
19/10/2021 00:00;29.307;29.307;0
20/10/2021 00:00;29.455;29.455;0
21/10/2021 00:00;29.383;29.383;0
22/10/2021 00:00;29.588;29.588;0
25/10/2021 00:00;29.482;29.482;0
26/10/2021 00:00;29.727;29.727;0
27/10/2021 00:00;29.663;29.663;0
28/10/2021 00:00;29.884;29.884;0
29/10/2021 00:00;30.004;30.004;0
01/11/2021 00:00;30.283;30.283;0
02/11/2021 00:00;30.42;30.42;0
03/11/2021 00:00;30.548;30.548;0
04/11/2021 00:00;30.688;30.688;0
05/11/2021 00:00;30.92;30.92;0
08/11/2021 00:00;30.972;30.972;0
09/11/2021 00:00;30.931;30.931;0
10/11/2021 00:00;30.952;30.952;0
11/11/2021 00:00;31.008;31.008;0
12/11/2021 00:00;31.149;31.149;0
15/11/2021 00:00;31.311;31.311;0
16/11/2021 00:00;31.435;31.435;0
17/11/2021 00:00;31.455;31.455;0
18/11/2021 00:00;31.37;31.37;0
19/11/2021 00:00;31.228;31.228;0
22/11/2021 00:00;31.226;31.226;0
23/11/2021 00:00;30.959;30.959;0
24/11/2021 00:00;30.945;30.945;0
25/11/2021 00:00;31.088;31.088;0
26/11/2021 00:00;29.637;29.637;0
29/11/2021 00:00;29.842;29.842;0
30/11/2021 00:00;29.572;29.572;0
01/12/2021 00:00;30.308;30.308;0
02/12/2021 00:00;29.935;29.935;0
03/12/2021 00:00;29.796;29.796;0
06/12/2021 00:00;30.229;30.229;0
07/12/2021 00:00;31.088;31.088;0
08/12/2021 00:00;30.862;30.862;0
09/12/2021 00:00;30.831;30.831;0
10/12/2021 00:00;30.758;30.758;0
13/12/2021 00:00;30.566;30.566;0
14/12/2021 00:00;30.34;30.34;0
15/12/2021 00:00;30.499;30.499;0
16/12/2021 00:00;30.853;30.853;0
17/12/2021 00:00;30.481;30.481;0
20/12/2021 00:00;30.256;30.256;0
21/12/2021 00:00;30.695;30.695;0
22/12/2021 00:00;31.029;31.029;0
23/12/2021 00:00;31.272;31.272;0
24/12/2021 00:00;31.208;31.208;0
27/12/2021 00:00;31.404;31.404;0
28/12/2021 00:00;31.594;31.594;0
29/12/2021 00:00;31.508;31.508;0
30/12/2021 00:00;31.559;31.559;0
31/12/2021 00:00;31.494;31.494;0
03/01/2022 00:00;31.784;31.784;0
04/01/2022 00:00;32.224;32.224;0
05/01/2022 00:00;32.486;32.486;0
